Team,Conference,ConferenceAbbrev,Nickname,Name1,Name2,Name3,Name4,Name5,Name6,Name7,urlSchool
Sacred Heart,Northeast,NEC,Pioneers,SHU,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png
St. Francis (PA),Northeast,NEC,Red Flash,SFU,St Francis (PA),,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2598.png
Wagner,Northeast,NEC,Seahawks,WAG,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png
Austin Peay,Ohio Valley,OVC,Governors,PEAY,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2046.png
Eastern Illinois,Ohio Valley,OVC,Panthers,EIU,E Illinois,East. Illinois,East Illinois,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2197.png
Eastern Kentucky,Ohio Valley,OVC,Colonels,EKY,E Kentucky,East. Kentucky,East Kentucky,E. Kentucky,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png
Jacksonville State,Ohio Valley,OVC,Gamecocks,JVST,Jacksonville St,Jacksonville St.,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/55.png
Murray State,Ohio Valley,OVC,Racers,MURR,Murray St,Murray St.,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/93.png
Southeast Missouri,Ohio Valley,OVC,Redhawks,SEMO,Southeast Missouri State,Southeast Missouri St,Southeast Missouri St.,SE Missouri,SE Missouri St,SE Missouri St.,https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png
Tennessee State,Ohio Valley,OVC,Tigers,TNST,Tennessee St,Tennessee St.,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2634.png
Tennessee Tech,Ohio Valley,OVC,Golden Eagles,TNTC,Tenn Tech,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png
Tennessee-Martin,Ohio Valley,OVC,Skyhawks,UTM,UT Martin,Tenn-Martin,UT-Martin,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png
Bucknell,Patriot,Patriot,Bison,BUCK,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png
Colgate,Patriot,Patriot,Raiders,COLG,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2142.png
Fordham,Patriot,Patriot,Rams,FOR,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png
Georgetown,Patriot,Patriot,Hoyas,GTWN,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png
Holy Cross,Patriot,Patriot,Crusaders,HC,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/107.png
Lafayette,Patriot,Patriot,Leopards,LAF,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/322.png
Lehigh,Patriot,Patriot,Mountain Hawks,LEH,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png
Butler,Pioneer,Pioneer,Bulldogs,BUT,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png
Davidson,Pioneer,Pioneer,Wildcats,DAV,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png
Dayton,Pioneer,Pioneer,Flyers,DAY,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png
Drake,Pioneer,Pioneer,Bulldogs,DRKE,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2181.png
Jacksonville,Pioneer,Pioneer,Dolphins,JAC,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/294.png
Marist,Pioneer,Pioneer,Red Foxes,MRST,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png
Morehead State,Pioneer,Pioneer,Eagles,MORE,Morehead St,Morehead St.,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png
San Diego,Pioneer,Pioneer,Toreros,USD,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/301.png
Stetson,Pioneer,Pioneer,Hatters,STET,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png
Valparaiso,Pioneer,Pioneer,Crusaders,VALP,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png
Chattanooga,Southern,SoCon,Mocs,CHAT,Tenn-Chattanooga,UT-Chattanooga,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png
Citadel,Southern,SoCon,Bulldogs,CIT,The Citadel,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2643.png
East Tennessee St.,Southern,SoCon,Buccaneers,ETSU,East Tennessee State,East Tennessee St,ETSU,E Tennessee State,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2193.png
Furman,Southern,SoCon,Paladins,FUR,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/231.png
Mercer,Southern,SoCon,Bears,MER,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2382.png
Samford,Southern,SoCon,Bulldogs,SAM,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2535.png
VMI,Southern,SoCon,Keydets,VMI,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2678.png
Western Carolina,Southern,SoCon,Catamounts,WCU,W Carolina,West. Carolina,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png
Wofford,Southern,SoCon,Terriers,WOF,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png
Abilene Christian,Southland,Southland,Wildcats,ACU,Abil Christian,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2000.png
Central Arkansas,Southland,Southland,Bears,UCA,Cent Arkansas,C Arkansas,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png
Houston Baptist,Southland,Southland,Huskies,HBU,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png
Incarnate Word,Southland,Southland,Cardinals,IW,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2916.png
Lamar,Southland,Southland,Cardinals,LAM,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png
McNeese State,Southland,Southland,Cowboys,MCNS,McNeese,McNeese St.,McNeese St,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2377.png
Nicholls State,Southland,Southland,Colonels,NICH,Nicholls,Nicholls St.,Nicholls St,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png
Northwestern State,Southland,Southland,Demons,NWST,Northwestern St.,Northwestern St,NW State (LA),,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2466.png
Sam Houston State,Southland,Southland,Bearkats,SHSU,Sam Houston St.,Sam Houston St,Sam Houston,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2534.png
Southeastern Louisiana,Southland,Southland,Lions,SELA,SE Louisiana,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png
Stephen F. Austin,Southland,Southland,Lumberjacks,SFA,Stephen F Austin,SF Austin,S.F. Austin,S. F. Austin,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png
Alabama A&M,Southwestern Athletic,SWAC,Bulldogs,AAMU,Arkansas A&M,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png
Alabama State,Southwestern Athletic,SWAC,Hornets,ALST,Alabama St.,Alabama St,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png
Alcorn State,Southwestern Athletic,SWAC,Braves,ALCN,Alcorn St.,Alcorn St,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png
Arkansas-Pine Bluff,Southwestern Athletic,SWAC,Golden Lions,UAPB,AR-Pine Bluff,Ark-Pine Bluff,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2029.png
Grambling,Southwestern Athletic,SWAC,Tigers,GRAM,Grambling St.,Grambling St,Grambling State,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2755.png
Jackson State,Southwestern Athletic,SWAC,Tigers,JKST,Jackson St.,Jackson St,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png
Mississippi Valley State,Southwestern Athletic,SWAC,Delta Devils,MVSU,Mississippi Valley St.,Mississippi Valley St,Miss Valley St,Miss. Valley St.,Miss. Valley St,Miss. Valley State,https://a.espncdn.com/i/teamlogos/ncaa/500/2400.png
Prairie View A&M,Southwestern Athletic,SWAC,Panthers,PVAMU,Prairie View,PV A&M,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png
Southern,Southwestern Athletic,SWAC,Jaguars,SOU,Southern University,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png
Texas Southern,Southwestern Athletic,SWAC,Tigers,TXSO,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png
Hofstra,,,Pride,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png
Northeastern,,,Huskies,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png
Winston-Salem State,,,Rams,WSSU,Winston-Salem,Winston-Salem St.,Winston-Salem St,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2736.png
New Mexico Highlands,,,Cowboys,NMHU,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2424.png
Mary,,,Marauders,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/110243.png
Arkansas Tech,,,Wonder Boys,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2033.png
Central Washington,,,Wildcats,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2120.png
Slippery Rock,,,The Rock,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/215.png
La Salle,,,Explorers,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png
Chadron State,,,Eagles,,Chadron St.,Chadron St,,,,,https://upload.wikimedia.org/wikipedia/en/9/9f/CSC_Eagles.png
Minnesota State,,,Mavericks,,Minnesota St.,Minnesota St,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2364.png
Saint Peter’s,,,Peacocks,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png
Tuskegee,,,Golden Tigers,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2657.png
Chowan,,,Hawks,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2804.png
Iona,,,Gaels,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png
Florida Tech,,,Panthers,,Florida Institute of Technology,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/53.png
Carnegie Mellon,,,Tartans,,,,,,,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/cmu.png&w=250&h=250
Ferris State,,,Bulldogs,,Ferris St.,Ferris St,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2222.png
Southern Oregon,,,Raiders,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2584.png
Western Oregon,,,Wolves,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2848.png
Henderson State,,,Reddies,,Henderson St.,Henderson St,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2271.png
Mars Hill,,,Lions,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2369.png
Valdosta State,,,Blazers,,Valdosta St.,Valdosta St,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2673.png
Fort Valley State,,,Wildcats,,Fort Valley St.,Fort Valley St,,,,,https://cdn.herosports.com/upload/school/school-logo/fort-valley-state-logo.png
Trinity (CT),,,Bantams,,Trinity,,,,,,https://cdn.herosports.com/upload/school/school-logo/trinity-conn-logo.png
Texas A&M-Kingsville,,,Javelinas,AMKN,,,,,,,http://www.tamuk.edu/registrar/images/javehead2TONE.png
Saginaw Valley State,,,Cardinals,SVSU,Saginaw,Saginaw Valley,Saginaw Valley St.,Saginaw Valley St,,,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Saginaw_Valley_State_Cardinals_logo.svg/1200px-Saginaw_Valley_State_Cardinals_logo.svg.png
Cheyney,,,Wolves,,,,,,,,https://cdn.herosports.com/upload/cheyney-logo.png
Indiana (PA),,,Crimson Hawks,,,,,,,,https://cdn.herosports.com/upload/images/school-logos/indiana-pennsylvania-logo.png
West Texas A&M,,,Buffaloes,WESTA&M,,,,,,,http://wtamu.edu/webres/Image/Site%20Pictures/News/graphic_standards_2015fall/buffalo_7421.png
Central Oklahoma,,,Bronchos,UCO,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/University_of_Central_Oklahoma_logo.svg/1152px-University_of_Central_Oklahoma_logo.svg.png
Missouri Southern,,,Lions,,Missouri Southern State,Missouri Southern St,Missouri Southern St.,,,,https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Missouri_Southern_Lions_logo.svg/1200px-Missouri_Southern_Lions_logo.svg.png
Itawamba JC,,,Indians,,Itawamba Community College,Itawamba Junior College,,,,,https://static1.squarespace.com/static/5b8eea4a50a54f68d0167dcf/t/5b8eec1d0e2e72779fe097fb/1536163344023/?format=1500w
West Los Angeles College,,,Wildcats,,W LA College,W. LA College,West LA College,,,,https://www.greatcollegedeals.net/wp-content/uploads/2018/06/west-los-angeles-college.png
Trinity (TX),,,Tigers,,,,,,,,http://livestats.prestosports.com/logos/715.png?max_width=100
St. Cloud St.,,,Huskies,,St. Could St,Saint Cloud St,Saint Cloud St.,Saint Cloud State,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2594.png
NW Oklahoma St.,,,Rangers,,NW Oklahoma St,NW Oklahoma State,,,,,https://upload.wikimedia.org/wikipedia/en/0/0e/NWOSU_Rangers.png
Langston,,,Lions,,,,,,,,https://cdn.herosports.com/upload/images/school-logos/langston-university-logo.png
Tarleton St.,,,Texans,,Tarleton St,Tarleton State,,,,,https://tarletonsports.com/images/logos/site/site.png
Mount Union,,,Raiders,,Mount Union (OH),,,,,,https://cdn.herosports.com/upload/school/school-logo/mount-union-logo.png
Coe College,,,Kohawks,,,,,,,,http://d21gd0ap5v1ndt.cloudfront.net/web04/coe/images_web/header-logo.png
Monmouth (IL),,,Fighting Scots,,,,,,,,https://cdn.herosports.com/upload/monmouth-il-logo.png
West Alabama,,,Tigers,,W Alabama,W. Alabama,,,,,http://logos.statbroadcast.com/weal.png
Butte JC (CA),,,Roadrunners,,,,,,,,https://pbs.twimg.com/profile_images/1321379497/fbrunner_400x400.png
Blinn College (TX),,,Buccaneers,,,,,,,,https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/282366/20181011000020_16_mascotOrig.png
Wesley,,,Wolverines,,Wesley College,Wesley (DE),,,,,http://livestats.prestosports.com/logos/763.png
Ohio Northern,,,Polar Bears,ONU,,,,,,,https://cdn.herosports.com/upload/school/school-logo/ohio-northern-logo.png
Augustana (SD),,,Vikings,,Augustana College,Augustana,,,,,https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/274093/20181010232512_124_mascotOrig.png
Azusa Pacific,,,Cougars,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Azusa_Pacific_Cougars_logo.svg/1200px-Azusa_Pacific_Cougars_logo.svg.png
Beloit,,,Buccaneers,,,,,,,,https://s3.amazonaws.com/file.imleagues/Images/Schools/Uploaded/201511/2015112312515.png
Bowie St.,,,Bulldogs,,,,,,,,https://www.bowiestate.edu/files/resources/full-color-2.png
California (PA),,,Vulcans,,,,,,,,https://cdn.herosports.com/upload/uploads/california-pennsylvania-logo.png
Carson-Newman,,,Eagles,,,,,,,,https://bloximages.chicago2.vip.townnews.com/newportplaintalk.com/content/tncms/assets/v3/editorial/5/cd/5cd0cc4a-2f72-5cb1-8edb-b1255b607e08/5ab0cd9749d27.image.png?resize=600%2C400
Central Missouri St.,,,Mules,,Central Missouri St,Central Missouri State,,,,,https://www.ucmfoundation.org/image/template/footerMule.png
East Central (OK),,,Tigers,,E Central (OK),,,,,,https://ecutigers.com/images/logos/site/site.png
East Mississippi CC,,,Lions,,,,,,,,https://cdn.prestosports.com/action/cdn/logos/id/9e2c2kdcxsm0wloj.png
Grand Valley St.,,,Lakers,,Grand Valley St,Grand Valley State,,,,,https://fanapeel.com/wp-content/uploads/logo_-grand-valley-state-university-lakers-blue-gv.png
Hutchinson (KS),,,Blue Dragons,,,,,,,,http://cdnak1.psbin.com/logos/rpi/1333/wbkb.png
Lane,,,Dragons,,,,,,,,https://cdn.herosports.com/upload/lane-logo.png
Lindenwood,,,Lions,,,,,,,,https://lindenwoodlions.com/images/logos/site/site.png
Long Beach CC,,,Vikings,,,,,,,,https://s3-us-west-2.amazonaws.com/asset.plexuss.com/college/logos/6456_long-beach-city-college-logo.png
Midwestern St.,,,Mustangs,,Midwestern St,Midwestern State,,,,,https://neo-cdn.stretchinternet.com/yuaHoO/header/d06505b5-0b4a-451b-a652-e80b1b03ceb4.png
Mississippi Col.,,,Choctaws,,,,,,,,https://static1.squarespace.com/static/52ebf31ce4b04a9f47a446e7/t/55f0a69de4b0388802808fa9/1441834654069/
